Merchant Name,Aug 20,Sep 20,Okt 20,Nov 20,Dez 20,Jan 21,Feb 21,Mär 21,Apr 21,Mai 21,Jun 21,Jul 21,Aug 21,Sep 21,Okt 21,Nov 21,Dez 21,Jan 22,Feb 22,Mär 22,Apr 22,Mai 22,Jun 22,Jul 22,Aug 22,Sep 22
Merchant 1304,41,56,76,116,133,129,124,140,144,159,146,144,153,161,146,153,147,157,146,165,161,181,176,181,176,186
Merchant 1305,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,6,0,0,5,0,0
Merchant 1306,11,11,0,11,2,44,17,17,79,16,13,11,16,22,7,20,3,20,11,24,61,22,30,13,18,11
Merchant 1307,42,18,112,7,7,159,7,26,183,28,11,209,7,22,212,7,7,238,13,22,233,48,3,261,26,7
Merchant 1308,41,2,52,0,11,170,397,2,61,170,70,0,77,2,85,16,0,303,634,5,92,0,115,238,94,0
Merchant 1309,6,5,27,6,11,9,9,9,13,11,0,30,11,11,0,15,0,0,0,26,9,11,11,13,7,9
Merchant 1310,0,3,0,2,5,2,2,2,9,17,3,101,0,3,15,0,7,6,3,37,2,0,0,0,147,0
Merchant 1311,5,11,2,0,33,11,11,393,16,137,18,16,16,18,11,33,18,17,13,27,471,221,22,13,38,6
Merchant 1312,91,151,177,208,227,247,277,285,303,311,331,349,299,362,359,379,378,409,402,403,420,425,428,442,436,447
Merchant 1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1314,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1315,2,0,0,3,123,0,5,0,0,16,162,0,0,2,33,33,170,88,0,0,34,61,221,31,6,79
Merchant 1316,46,55,57,59,65,56,57,61,62,56,59,57,59,62,59,57,63,62,56,61,63,68,66,68,65,68
Merchant 1317,13,6,9,11,16,15,15,17,20,20,15,17,22,22,22,15,31,6,15,24,9,33,16,16,9,22
Merchant 1318,0,0,0,0,0,0,0,2,2,2,0,3,3,2,2,2,3,3,5,5,3,3,9,3,2,6
Merchant 1319,124,2,166,0,0,251,205,2,345,0,2,266,285,2,321,0,0,460,0,7,589,0,0,403,2,413
Merchant 1320,5,2,1461,26,0,2466,65,5,2914,0,0,3278,0,0,3700,0,0,4138,0,0,4202,0,0,4339,0,0
Merchant 1321,98,107,112,116,122,135,135,115,142,158,148,155,155,146,157,153,153,166,151,155,181,207,205,186,183,221
Merchant 1322,0,70,0,0,0,112,0,123,2,0,0,137,0,0,133,0,0,147,0,0,159,2,11,168,0,2
Merchant 1323,0,0,0,0,0,0,0,2,7,0,7,3,13,24,44,50,41,33,41,48,41,73,48,50,46,72
Merchant 1324,0,0,0,0,0,2,0,2,2,7,3,3,5,2,5,5,3,5,7,3,9,7,6,3,6,6
Merchant 1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1326,0,0,13,0,0,22,9,0,33,2,0,38,0,0,37,2,0,41,0,2,44,0,0,0,0,2
Merchant 1327,0,2,2,2,2,0,3,3,3,0,5,3,5,5,7,5,3,5,5,5,5,5,5,5,3,5
Merchant 1328,0,0,24,45,52,27,52,34,76,35,48,70,61,57,48,94,27,79,77,130,73,120,74,48,126,96
Merchant 1329,3,9,31,33,39,41,37,45,48,59,61,52,53,52,50,79,30,0,0,0,0,0,0,0,0,0
Merchant 1330,17,27,46,42,44,42,48,46,50,48,48,51,42,53,48,52,55,51,52,52,53,52,51,50,42,50
Merchant 1331,3,11,238,0,2,445,3,9,356,6,7,534,15,5,2,458,11,645,9,9,499,13,13,714,17,5
Merchant 1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1333,34,41,52,57,65,59,57,55,68,61,68,73,79,79,68,74,88,73,68,73,79,85,81,80,87,91
Merchant 1334,2,2,3,5,5,13,11,7,9,7,6,9,11,11,9,7,7,11,3,17,13,15,13,9,0,0
Merchant 1335,100,70,142,115,190,179,244,366,343,356,301,453,460,476,460,442,560,449,487,617,470,480,602,498,505,622
Merchant 1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1337,0,0,0,0,3,0,13,9,11,9,5,6,0,6,13,22,18,3,7,16,13,22,20,17,11,15
Merchant 1338,0,17,22,16,20,22,20,18,18,22,26,26,22,22,26,24,30,22,18,18,22,0,0,0,0,0
Merchant 1339,3,22,27,31,34,30,33,34,34,39,38,34,33,39,44,42,39,37,30,38,41,34,55,41,0,81
Merchant 1340,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1341,957,1641,1909,2142,2441,2495,2838,2811,3184,3347,3485,3667,3813,3939,4012,4136,4352,4415,4594,4711,4940,5337,5214,5359,5332,5350
Merchant 1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Merchant 1343,0,0,6,0,0,94,0,0,105,0,0,116,0,0,119,0,0,122,0,0,3,116,0,124,0,0
Merchant 1344,11,53,107,59,51,70,63,65,124,79,90,131,203,96,240,127,115,349,170,148,233,137,165,368,147,119
Merchant 1345,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1346,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1347,0,122,314,525,527,611,678,756,787,854,837,885,909,909,976,951,976,983,985,977,887,1022,1040,1042,1020,1012
Merchant 1348,0,50,2,2,0,297,0,0,249,153,285,2,325,190,3,0,0,558,2,0,392,440,405,0,413,229
Merchant 1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,6,38,11,13
Merchant 1350,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1351,0,6,18,11,0,0,0,101,46,2,0,0,129,22,22,59,5,2,162,0,13,56,131,0,35,73
Merchant 1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,6,0,16,15
Merchant 1353,0,17,28,30,27,28,34,34,42,41,42,44,53,48,50,52,57,46,51,52,59,61,65,56,62,48
Merchant 1354,0,0,9,0,2,328,2,2,427,3,0,501,0,46,505,5,0,622,5,2,647,6,48,583,0,7
Merchant 1355,0,0,0,0,0,3,0,0,2,0,0,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0
Merchant 1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,5,11,9,9,9,2,5,2
Merchant 1357,2,20,39,38,20,0,107,44,33,34,72,72,3,41,39,37,39,62,41,107,80,5,87,41,34,79
Merchant 1358,0,0,0,0,0,0,0,0,130,0,2,158,0,0,165,2,0,179,2,194,0,6,0,203,5,0
Merchant 1359,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,30,0,26,9,0,13,13,0
Merchant 1361,0,0,0,0,0,7,9,0,2,0,3,0,9,0,3,11,0,26,11,3,0,0,7,2,0,0
Merchant 1362,0,0,0,0,0,0,0,0,0,0,0,0,11,38,2,192,6,20,2,39,0,3,2,183,45,0
Merchant 1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1364,0,0,0,0,0,0,0,0,0,0,0,85,0,0,35,0,0,83,66,0,2,0,0,172,0,0
Merchant 1365,0,13,181,320,264,272,325,386,364,434,430,475,473,778,682,754,665,664,765,918,842,946,1107,900,826,1007
Merchant 1366,0,0,0,0,0,6,0,0,120,0,0,155,5,153,3,0,0,181,0,0,0,173,0,192,3,0
Merchant 1367,0,0,0,0,3,2,0,0,0,0,5,3,0,9,3,9,28,5,83,28,2,11,3,6,2,7
Merchant 1368,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1369,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1370,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1371,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1372,0,0,11,0,0,190,56,0,0,289,2,359,6,17,399,11,6,0,488,7,416,33,3,510,9,0
Merchant 1373,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,27,140,31,30,162,38,35,194,50,42,216
Merchant 1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1375,2,6,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1379,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,2,24
Merchant 1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1382,0,185,2204,3495,4034,4495,5012,5306,6154,6418,7416,7706,8184,8559,9207,9795,10183,11035,11541,11360,11580,11386,12979,12133,13375,13321
Merchant 1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1384,0,0,2,3,3,5,3,3,6,5,3,5,6,6,7,6,6,5,5,5,3,5,5,5,5,6
Merchant 1385,0,0,6,44,44,48,50,45,55,53,52,57,50,53,59,52,57,68,51,44,59,53,63,63,63,70
Merchant 1386,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,3,3,3,2,3,0,3,5,3,2,5
Merchant 1387,0,9,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1388,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1389,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,3,2,3,0,0,2,0,0,0,0
Merchant 1390,0,3,3,5,0,11,3,6,6,2,2,3,2,5,3,3,2,3,2,6,3,9,5,5,3,3
Merchant 1391,0,0,0,0,0,3,0,0,176,3,2,0,0,0,0,0,0,1275,3,3,2,0,0,5,3,2
Merchant 1392,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Merchant 1393,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,5,0,0,5,0,0,5,0,0
Merchant 1394,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1396,0,0,0,9,22,16,35,42,50,52,56,57,56,50,53,52,55,57,51,44,50,48,52,52,52,50
Merchant 1397,0,0,0,9,24,20,18,37,88,61,48,33,42,53,46,168,113,48,56,94,173,183,122,91,101,105
Merchant 1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1399,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Merchant 1401,0,0,0,0,0,0,0,0,45,0,0,53,0,0,59,0,0,0,61,0,62,0,0,72,0,0
Merchant 1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1403,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1404,0,0,0,20,22,20,18,45,66,74,70,70,81,73,85,90,80,81,80,91,90,92,85,87,81,92
Merchant 1405,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Merchant 1406,0,0,0,0,2,3,3,0,2,3,3,3,5,9,5,3,3,5,3,3,6,22,5,6,6,5
Merchant 1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0
Merchant 1408,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1409,0,2,2,3,77,0,0,0,0,0,0,0,0,0,0,5,90,0,0,0,0,0,0,0,0,13
Merchant 1410,0,0,0,0,0,0,0,0,3,3,28,3,5,53,6,9,65,22,17,118,26,18,135,9,13,130
Merchant 1411,0,0,0,0,0,0,0,0,0,0,0,0,0,915,445,555,4816,1238,816,4958,763,645,5376,672,676,5575
Merchant 1412,0,0,0,0,0,0,0,0,5,28,260,68,72,767,85,87,1047,185,200,1161,138,109,1256,162,175,1376
Merchant 1413,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1414,0,0,0,0,0,0,0,56,63,68,552,94,96,816,113,123,1105,211,233,1179,192,164,1360,181,208,1436
Merchant 1415,0,0,0,5,7,7,7,11,11,15,11,11,11,11,15,13,11,11,9,7,15,13,11,11,11,13
Merchant 1416,0,0,0,0,0,0,0,0,0,11,244,46,45,906,90,92,1240,288,215,1535,179,148,1807,197,172,1953
Merchant 1417,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1418,0,0,0,0,0,0,0,0,2,2,22,38,45,185,146,168,281,258,215,303,203,198,628,214,225,374
Merchant 1419,0,0,0,0,0,0,0,0,0,0,22,0,0,76,0,0,90,0,0,94,0,0,96,0,0,100
Merchant 1420,0,0,2,0,0,0,5,0,80,0,9,118,16,150,6,11,0,0,45,2,2,2,5,153,0,198
Merchant 1421,0,0,0,0,0,2,2,0,3,0,0,0,0,0,7,5,0,45,3,5,3,0,0,0,0,3
Merchant 1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Merchant 1423,0,0,0,0,0,0,0,0,0,0,7,6,7,116,13,18,218,61,48,311,33,39,338,42,41,382
Merchant 1424,0,0,0,0,0,0,0,0,0,6,52,22,17,126,18,27,205,50,30,222,31,33,247,27,24,266
Merchant 1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1426,0,0,0,0,0,0,0,3,7,26,172,35,39,331,45,46,395,120,87,397,68,52,473,65,68,497
Merchant 1427,0,0,0,3,3,5,6,6,7,5,6,6,11,7,11,11,11,9,7,11,24,9,15,16,11,13
Merchant 1428,0,0,0,11,7,0,9,9,11,13,28,65,0,34,33,33,28,28,27,27,30,30,28,30,31,0
Merchant 1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1430,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1431,0,0,0,0,0,0,0,0,0,0,2,18,27,70,33,33,48,52,57,61,38,38,56,50,56,68
Merchant 1432,0,0,0,0,0,0,0,0,0,0,27,74,92,190,123,168,292,294,266,427,236,235,401,303,260,480
Merchant 1433,0,0,0,3,3,7,5,6,7,11,11,13,11,20,11,7,11,13,9,9,13,11,11,7,17,11
Merchant 1434,0,0,0,0,0,0,0,0,0,0,5,6,15,48,37,28,74,68,61,74,37,33,72,37,39,101
Merchant 1435,0,0,0,0,0,0,0,0,0,0,2,24,24,62,34,35,77,85,63,94,46,44,101,55,48,124
Merchant 1436,0,0,0,0,0,0,0,0,0,0,3,15,16,56,24,24,72,85,53,112,42,46,111,45,42,133
Merchant 1437,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,38,51,22,22,51,24,22,48,22,22,53
Merchant 1438,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1440,0,0,0,0,0,85,2,13,136,16,0,87,17,9,98,7,7,98,6,27,166,27,20,116,27,11
Merchant 1441,0,0,0,6,5,5,3,2,0,3,2,2,2,2,2,2,2,3,0,0,0,0,0,0,2,2
Merchant 1442,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1443,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1444,0,0,0,0,0,2,2,5,18,9,15,6,11,15,26,38,13,6,7,5,28,11,53,20,11,17
Merchant 1445,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0,0,0,0,0,0,0,0,0,5,3,2
Merchant 1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0
Merchant 1449,0,0,0,0,0,20,22,22,27,27,0,30,76,3,3,88,0,0,77,0,0,0,0,30,0,0
Merchant 1450,0,0,0,5,42,53,53,44,53,53,55,66,61,63,72,68,66,62,61,59,70,66,66,73,80,80
Merchant 1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1452,0,0,0,0,0,6,2,5,0,31,0,0,0,0,5,2,33,5,0,6,0,39,0,2,3,0
Merchant 1453,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1454,0,0,0,0,0,0,2,0,2,9,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Merchant 1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1456,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
Merchant 1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1458,0,0,0,0,5,65,15,153,22,244,22,164,70,37,41,430,26,175,22,212,62,11,73,5,0,0
Merchant 1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,35,0,5,6,5,0,0,0,0,0
Merchant 1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1461,0,0,0,0,471,735,955,1048,1153,1216,1259,1314,1365,1414,1451,1495,1490,1558,1610,1639,1689,1790,1835,2020,2010,2142
Merchant 1462,0,0,0,3,203,27,72,151,100,92,115,122,96,120,88,129,2477,92,112,266,183,197,164,196,142,151
Merchant 1463,0,0,0,3,7,5,5,5,9,5,13,9,0,22,0,22,11,11,13,5,9,30,15,0,28,0
Merchant 1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1465,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,120,0,0,0,0,0,126,5,0
Merchant 1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Merchant 1468,0,0,0,0,0,0,0,6,2,2,22,0,3,0,5,37,0,2,0,0,6,11,3,5,9,5
Merchant 1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
Merchant 1470,0,0,0,0,0,0,0,3,16,0,9,72,11,9,80,15,7,100,7,11,179,7,6,111,6,15
Merchant 1471,0,0,0,0,0,24,2,5,0,5,0,76,7,3,5,11,42,83,2,11,2,5,6,77,18,16
Merchant 1472,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1473,0,0,0,0,0,2,0,2,2,6,3,2,0,3,59,101,0,42,9,11,7,18,9,11,9,11
Merchant 1474,0,0,0,0,0,0,0,35,41,46,50,51,50,51,51,52,52,55,50,48,52,51,52,0,107,0
Merchant 1475,0,0,0,0,0,2,5,7,173,115,200,166,192,172,192,257,218,48,179,271,307,427,306,268,382,343
Merchant 1476,0,0,0,0,6,0,98,76,83,91,101,96,100,111,126,142,151,153,159,170,175,183,188,185,186,209
Merchant 1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6,11,2,0
Merchant 1479,0,0,0,0,3,6,37,59,62,66,61,68,66,68,63,73,66,63,66,63,65,62,62,0,2,2
Merchant 1480,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Merchant 1481,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1482,0,0,0,0,22,38,35,38,33,31,35,34,34,31,31,30,33,30,31,31,33,30,30,28,30,30
Merchant 1483,0,0,0,0,0,6,3,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,17,0,0
Merchant 1484,0,0,0,0,0,0,7,105,35,38,39,53,11,48,41,50,275,48,50,39,61,76,45,65,11,73
Merchant 1485,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1486,0,0,0,0,0,0,0,3,13,0,3,2,7,0,0,5,2,3,2,44,5,7,5,0,9,0
Merchant 1487,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Merchant 1488,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,45,0,0,5,0,0,0,0,0
Merchant 1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Merchant 1490,0,0,0,0,0,0,2,6,20,11,0,26,6,15,41,7,16,37,11,13,42,15,3,45,2,13
Merchant 1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Merchant 1492,0,0,0,0,0,24,0,366,83,7,13,691,11,820,179,13,11,1182,27,1046,205,13,15,1380,24,24
Merchant 1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,35,0,0,0
Merchant 1494,0,0,0,0,0,0,5,17,35,3,11,11,6,9,11,11,5,11,26,39,48,5,17,98,26,7
Merchant 1495,0,0,0,0,0,0,0,0,0,0,0,79,0,88,0,0,0,102,0,118,0,0,107,18,2,127
Merchant 1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1497,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Merchant 1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,0,7,0,0,0
Merchant 1499,0,0,0,0,0,0,0,44,3,6,26,3,34,62,5,9,0,5,423,6,2,3,11,37,61,11
Merchant 1500,0,0,0,0,0,0,2,6,18,15,51,35,33,39,81,74,73,166,130,85,90,119,204,123,94,98
Merchant 1501,0,0,0,0,0,0,0,7,2,7,3,6,3,2,3,3,6,0,3,3,3,0,5,3,3,3
Merchant 1502,0,0,0,0,0,0,0,0,0,3,0,0,3,28,7,0,0,0,0,0,0,22,5,2,0,16
Merchant 1503,0,0,0,0,0,0,0,0,0,0,0,0,2,11,52,62,126,222,235,419,277,292,575,390,374,639
Merchant 1504,0,0,0,0,0,0,0,0,0,0,0,0,2,22,68,76,116,0,0,0,0,0,0,0,0,0
Merchant 1505,0,0,0,0,0,0,0,0,0,0,9,0,0,37,24,51,102,0,0,0,0,0,0,0,0,0
Merchant 1506,0,0,0,0,0,0,2,0,0,2,7,0,3,0,0,0,0,2,2,0,5,0,6,7,16,9
Merchant 1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1508,0,0,0,0,0,0,0,0,0,0,0,9,0,27,11,13,111,0,48,131,24,16,20,24,2,148
Merchant 1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,28,27,30
Merchant 1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,31464,161,124,126,118,80,68,73,81
Merchant 1511,0,0,0,0,0,0,34,38,51,38,74,100,68,61,62,68,70,48,70,92,98,120,158,173,113,146
Merchant 1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Merchant 1513,0,0,0,0,0,103,9599,2621,3840,4233,5554,5280,3807,6594,4449,4267,5609,27798,18960,3927,3347,6307,9445,6454,5143,10647
Merchant 1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,107,111,109,306,81,100,420,91,98,493
Merchant 1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,41,61,27,30,85,31,34,105
Merchant 1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,0,0,31,3,2,37
Merchant 1517,0,0,0,0,0,0,7,2,2,3,31,34,22,15,15,18,6,2,166,16,215,44,22,35,41,33
Merchant 1518,0,0,0,0,0,0,0,0,0,0,0,0,16,34,79,88,214,264,225,346,225,244,397,244,246,484
Merchant 1519,0,0,0,0,0,5,0,0,28,0,3,2,0,11,51,68,0,50,5,0,0,0,0,0,13,0
Merchant 1520,0,0,0,0,0,0,0,5,61,33,63,45,42,98,62,101,51,111,105,116,481,80,123,50,81,88
Merchant 1521,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,6,30,7,3,5,44,9,7,0,7
Merchant 1522,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,80,0,92,0,0,129,0,0,150,0,0
Merchant 1523,0,0,0,0,0,0,22,81,101,120,150,181,148,140,347,44,417,45,214,412,303,384,293,366,370,135
Merchant 1524,0,0,0,0,0,0,5,5,11,2,11,3,5,13,16,6,46,9,27,35,26,31,16,28,22,26
Merchant 1525,0,0,0,0,0,0,0,0,0,0,0,0,24,181,26,2,140,510,161,11,612,7,11,687,197,2
Merchant 1526,0,0,0,0,0,0,2,24,37,39,38,39,37,45,37,42,48,33,37,39,38,42,44,37,37,37
Merchant 1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1528,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,434,622,765,3659,656,549,462
Merchant 1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,18,22,22,18,22
Merchant 1531,0,0,0,0,0,0,0,17,61,62,62,65,77,73,92,74,76,81,77,73,81,79,74,87,77,83
